Secretary,أمين,
Section Code,كود القسم,
Secured Loans,القروض المضمونة,
Securities & Commodity Exchanges,الأوراق المالية والبورصات,
Securities and Deposits,الأوراق المالية و الودائع,
See All Articles,انظر جميع المقالات,
See all open tickets,شاهد جميع التذاكر المفتوحة,
See past orders,انظر الطلبات السابقة,
See past quotations,انظر الاقتباسات الماضية,
Select Alternate Item,اختر الصنف البديل,
Select Attribute Values,حدد قيم السمات,
Select BOM,حدد مكتب الإدارة,
Select BOM and Qty for Production,اختر قائمة المواد و الكمية للانتاج,
"Select BOM, Qty and For Warehouse",اختر قائمة المواد، الكمية، وإلى المستودع,
Select Batch,حدد الدفعة,
Select Batch Numbers,حدد أرقام الدفعة,
Select Brand...,اختر الماركة...,
Select Company,حدد الشركة,
Select Company...,حدد الشركة...,
Select Customer,حدد العميل,
Select Days,حدد أيام,
Select Default Supplier,حدد الافتراضي مزود,
Select Fiscal Year...,اختر السنة المالية...,
Select Item (optional),حدد الصنف (اختياري),
Select Items based on Delivery Date,حدد الأصناف بناءً على تاريخ التسليم,
Select Items to Manufacture,حدد الأصناف لتصنيع,
Select Loyalty Program,اختر برنامج الولاء,
Select Patient,حدد المريض,
Select Possible Supplier,اختار المورد المحتمل,
Select Quantity,إختيار الكمية,
Select Serial Numbers,حدد الأرقام التسلسلية,
Select Target Warehouse,حدد مستودع الهدف,
Select Warehouse...,حدد مستودع...,
Select an account to print in account currency,حدد حسابا للطباعة بعملة الحساب,
Select at least one value from each of the attributes.,حدد قيمة واحدة على الأقل من كل سمة.,
Select change amount account,تحديد تغيير حساب المبلغ,
Select company first,اختر الشركة أولا,
Select students manually for the Activity based Group,حدد الطلاب يدويا لمجموعة الأنشطة القائمة,
Select the customer or supplier.,حدد العميل أو المورد.,
Select the nature of your business.,حدد طبيعة عملك.,
Select the program first,حدد البرنامج أولا,
Select to add Serial Number.,حدد لإضافة الرقم التسلسلي.,
Select your Domains,حدد النطاقات الخاصة بك,
Selected Price List should have buying and selling fields checked.,قائمة الأسعار المختارة يجب أن يكون لديها حقول بيع وشراء محددة.,
Sell,باع,
Selling,المبيعات,
Selling Amount,كمية البيع,
Selling Price List,قائمة أسعار البيع,
Selling Rate,معدل البيع,
"Selling must be checked, if Applicable For is selected as {0}",يجب أن يتم التحقق البيع، إذا تم تحديد مطبق للك {0},
Send Grant Review Email,إرسال بريد إلكتروني منح مراجعة,
Send SMS,SMS أرسل رسالة,
Send mass SMS to your contacts,إرسال SMS الشامل لجهات الاتصال الخاصة بك,
Sensitivity,حساسية,
Serial No and Batch,الرقم التسلسلي والدفعة,
Serial No is mandatory for Item {0},رقم الرقم التسلسلي إلزامي القطعة ل {0},
Serial No {0} does not belong to Batch {1},الرقم التسلسلي لا {0} لا ينتمي إلى الدفعة {1},
Serial No {0} does not belong to Delivery Note {1},الرقم التسلسلي {0} لا يتبع إذن التسليم {1},
Serial No {0} does not belong to Item {1},الرقم المتسلسل {0} لا ينتمي إلى الصنف {1},
Serial No {0} does not belong to Warehouse {1},الرقم المتسلسل {0} لا ينتمي إلى المستودع {1},
Serial No {0} does not belong to any Warehouse,الرقم المتسلسل {0} لا يرتبط باي المستودع,
Serial No {0} does not exist,الرقم المتسلسل {0} غير موجود,
Serial No {0} has already been received,رقم الرقم التسلسلي {0} وقد وردت بالفعل,
Serial No {0} is under maintenance contract upto {1},الرقم التسلسلي {0} يتبع عقد الصيانة حتى {1},
Serial No {0} is under warranty upto {1},الرقم التسلسلي {0} تحت الضمان حتى {1},
Serial No {0} not found,لم يتم العثور علي الرقم التسلسلي {0},
Serial No {0} not in stock,رقم الرقم التسلسلي {0} ليس في الأوراق المالية,
Serial No {0} quantity {1} cannot be a fraction,الرقم المتسلسل {0} الكمية {1} لا يمكن أن يكون كسر,
Serial Nos Required for Serialized Item {0},الرقم التسلسلي المطلوب للصنف المتسلسل {0},
Serial Number: {0} is already referenced in Sales Invoice: {1},الرقم التسلسلي: {0} مستخدم بالفعل في فاتورة المبيعات: {1},
Serial Numbers,الأرقام التسلسلية,
Serial Numbers in row {0} does not match with Delivery Note,الأرقام التسلسلية في الصف {0} لا تطابق إذن التسليم,
Serial no {0} has been already returned,الرقم التسلسلي no {0} قد تم إرجاعه بالفعل,
Serial number {0} entered more than once,الرقم التسلسلي {0} دخلت أكثر من مرة,
Serialized Inventory,جرد المتسلسلة,
Series Updated,تم تحديث الرقم المتسلسل,
Series Updated Successfully,تم تحديث الترقيم المتسلسل بنجاح,
Series is mandatory,الترقيم المتسلسل إلزامي,
Service Level Agreement,اتفاقية مستوى الخدمة,
Service Level Agreement.,اتفاقية مستوى الخدمة.,
Service Level.,مستوى الخدمة.,
Service Stop Date cannot be after Service End Date,لا يمكن أن يكون تاريخ إيقاف الخدمة بعد تاريخ انتهاء الخدمة,
Service Stop Date cannot be before Service Start Date,لا يمكن أن يكون تاريخ إيقاف الخدمة قبل تاريخ بدء الخدمة,
Services,الخدمات,
"Set Default Values like Company, Currency, Current Fiscal Year, etc.",تعيين القيم الافتراضية مثل الشركة، والعملة، والسنة المالية الحالية، وما إلى ذلك.,
Set Details,مجموعة التفاصيل,
Set New Release Date,تعيين تاريخ الإصدار الجديد,
Set Project and all Tasks to status {0}?,عيّن Project وجميع المهام إلى الحالة {0}؟,
Set Status,تعيين الحالة,
Set Tax Rule for shopping cart,مجموعة القاعدة الضريبية لعربة التسوق,
Set as Closed,على النحو مغلق,
Set as Completed,تعيين كـ مكتمل,
Set as Lost,على النحو المفقودة,
Set as Open,على النحو المفتوحة,
Set default inventory account for perpetual inventory,تعيين حساب المخزون الافتراضي للمخزون الدائم,
Set this if the customer is a Public Administration company.,حدد هذا إذا كان العميل شركة إدارة عامة.,
Set {0} in asset category {1} or company {2},تعيين {0} في فئة الأصول {1} أو الشركة {2},
"Setting Events to {0}, since the Employee attached to the below Sales Persons does not have a User ID{1}",وضع الأحداث إلى {0}، لأن الموظف المرفقة أدناه الأشخاص المبيعات لايوجد هوية المستخدم {1},
Setting defaults,تعيين الإعدادات الافتراضية,
Setting up Email,إعداد البريد الإلكتروني,
Setting up Email Account,إعداد حساب بريد إلكتروني,
Setting up Employees,إعداد الموظفين,
Setting up Taxes,إعداد الضرائب,
Setting up company,تأسيس شركة,
"Settings for online shopping cart such as shipping rules, price list etc.",إعدادات عربة التسوق مثل قواعد الشحن، وقائمة الأسعار الخ,
Settings for website homepage,إعدادات موقعه الإلكتروني,
Settings for website product listing,إعدادات قائمة منتجات الموقع,
Settled,تسوية,
Setup Gateway accounts.,إعدادت بوابة الحسايات.,
Setup SMS gateway settings,إعدادات العبارة SMS,
Setup cheque dimensions for printing,أبعاد الاختيار الإعداد للطباعة,
Setup default values for POS Invoices,إعداد القيم الافتراضية لفواتير نقاط البيع,
Setup mode of POS (Online / Offline),وضع الإعداد بوس (الانترنت / غير متصل),
Setup your Institute in ERPNext,إعداد المعهد الخاص بك في ITQAN ERP,
Share Balance,رصيد السهم,
Share Ledger,مشاركة دفتر الأستاذ,
Share Management,إدارة المشاركة,
Share Transfer,نقل المشاركة,
Share Type,نوع المشاركة,
Shareholder,المساهم,
Ship To State,السفينة الى الدولة,
Shipments,شحنات,
Shipping Address,عنوان الشحن,
"Shipping Address does not have country, which is required for this Shipping Rule",عنوان الشحن ليس لديه بلد، وهو مطلوب لقاعدة الشحن هذه,
Shipping rule only applicable for Buying,الشحن القاعدة المعمول بها فقط للشراء,
Shipping rule only applicable for Selling,الشحن القاعدة المعمول بها فقط للبيع,
Shopify Supplier,Shopify المورد,
Shopping Cart,سلة التسوق,
Shopping Cart Settings,إعدادات سلة التسوق,
Shortage Qty,نقص الكمية,
Show Completed,عرض مكتمل,
Show Cumulative Amount,إظهار المبلغ التراكمي,
Show Open,عرض مفتوح,
Show Opening Entries,إظهار قيود الافتتاح,
Show Payment Details,إظهار تفاصيل الدفع,
Show Return Entries,إظهار قيود الإرجاع,
Show Variant Attributes,عرض سمات متغير,
Show Variants,اظهار المتغيرات,
Show closed,عرض المغلقة,
Show exploded view,عرض التفاصيل التفصيلية,
Show only POS,إظهار نقاط البيع فقط,
Show unclosed fiscal year's P&L balances,تظهر الأرباح والخسائر أرصدة السنة المالية غير مغلق ل,
Show zero values,إظهار القيم الصفرية,
Silt,طمي,
Single Variant,متغير واحد,
Single unit of an Item.,وحدة واحدة من الصنف.,
"Skipping Leave Allocation for the following employees, as Leave Allocation records already exists against them. {0}","تخطي تخصيص الأجازات للموظفين التاليين، حيث أن سجلات الإضافة ""التخصيص"" موجودة بالفعل. {0}",
Slots for {0} are not added to the schedule,لا يتم إضافة الفتحات الخاصة بـ {0} إلى الجدول,
Small,صغير,
Soap & Detergent,الصابون والمنظفات,
Software,البرمجيات,
Software Developer,مطوّر البرمجيات,
Softwares,البرامج الإلكترونية,
Soil compositions do not add up to 100,تراكيب التربة لا تضيف ما يصل إلى 100,
Sold,تم البيع,
Some emails are invalid,بعض رسائل البريد الإلكتروني غير صالحة,
Something went wrong!,حدث خطأ!,
"Sorry, Serial Nos cannot be merged",عذراَ، ارقام الرقم التسلسلي لا يمكن دمجها,
Source Warehouse,مستودع المصدر,
Source and Target Location cannot be same,لا يمكن أن يكون المصدر و الموقع الهدف نفسه,
Source and target warehouse cannot be same for row {0},المصدر والمستودع المستهدف لا يمكن أن يكون نفس الصف {0},
Source and target warehouse must be different,ويجب أن تكون مصدر ومستودع الهدف مختلفة,
Source of Funds (Liabilities),(مصدر الأموال (الخصوم,
Source warehouse is mandatory for row {0},مستودع المصدر إلزامي للصف {0},
Specified BOM {0} does not exist for Item {1},محدد BOM {0} غير موجود القطعة ل{1},
Split,انشق، مزق,
Split Batch,تقسيم دفعة,
Split Issue,تقسيم القضية,
Sports,الرياضة,
Standard Buying,شراء القياسية,
Standard Selling,البيع القياسية,
Standard contract terms for Sales or Purchase.,شروط العقد القياسية للمبيعات أو للمشتريات.,
Start Date of Agreement can't be greater than or equal to End Date.,لا يمكن أن يكون تاريخ بدء الاتفاقية أكبر من أو يساوي تاريخ الانتهاء.,
Start Year,بداية السنة,
Start date should be less than end date for Item {0},يجب أن يكون تاريخ البدء أقل من تاريخ الانتهاء للصنف {0},
Start date should be less than end date for task {0},يجب أن يكون تاريخ البدء أقل من تاريخ الانتهاء للمهمة {0},
Start day is greater than end day in task '{0}',يوم البدء أكبر من يوم النهاية في المهمة '{0}',
Start on,ابدأ,
State/UT Tax,الدولة / ضريبة UT,
Statement of Account,كشف حساب,
Status must be one of {0},يجب أن تكون حالة واحدة من {0},
Stock,المخزون,
Stock Adjustment,تسوية المخزون,
Stock Analytics,تحليلات المخازن,
Stock Assets,اصول المخزون,
Stock Available,مخزون متاح,
Stock Balance,رصيد المخزون,
Stock Entries already created for Work Order ,تم إنشاء قيود مخزون بالفعل لأمر التشغيل,
Stock Entry,قيد مخزون,
Stock Entry {0} created,الأسهم الدخول {0} خلق,
Stock Entry {0} is not submitted,الحركة المخزنية {0} غير مسجلة,
Stock Expenses,مصاريف المخزون,
Stock In Hand,الأسهم، إلى داخل، أعطى,
Stock Items,أصناف المخزن,
Stock Ledger,دفتر أستاذ المخزون,
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,تمت إعادة ترحيل قيود دفتر أستاذ المخزون وقيود دفتر الأستاذ عام لأذون الاستلام المحددة,
Stock Levels,مستوى المخزون,
Stock Liabilities,خصوم المخزون,
Stock Qty,الأسهم الكمية,
Stock Received But Not Billed,المخزون المستلم ولكن غير مفوتر,
Stock Reports,تقارير الأسهم,
Stock Summary,ملخص الأوراق المالية,
Stock Transactions,قيود المخزون,
Stock UOM,وحدة المخزون,
Stock Value,قيمة المخزون,
Stock balance in Batch {0} will become negative {1} for Item {2} at Warehouse {3},توازن الأسهم في الدفعة {0} ستصبح سلبية {1} القطعة ل{2} في {3} مستودع,
Stock cannot be updated against Delivery Note {0},لا يمكن تحديث المخزون مقابل إذن التسليم {0},
Stock cannot be updated against Purchase Receipt {0},لا يمكن تحديث المخزون مقابل إذن الاستلام {0},
Stock cannot exist for Item {0} since has variants,المخزون لا يمكن ان يكون موجود للصنف {0} نظرا لوجود متغيرات,
Stock transactions before {0} are frozen,يتم تجميد المعاملات المخزنية قبل {0},
Stop,توقف,
"Stopped Work Order cannot be cancelled, Unstop it first to cancel",لا يمكن إلغاء أمر التشغيل متوقف؛ ألغِ الإيقاف أولًا ثم قم بالإلغاء,
Stores,مخازن,
Student,طالب,
Student Activity,نشاط الطالب,
Student Address,عنوان الطالب,
Student Admissions,قبول الطلاب,
Student Attendance,الحضور طالب,
"Student Batches help you track attendance, assessments and fees for students",دفعات الطالب تساعدك على تتبع الحضور والتقييمات والرسوم للطلاب,
Student Email Address,عنوان البريد الإلكتروني للطالب,
Student Email ID,طالب معرف البريد الإلكتروني,
Student Group,المجموعة الطلابية,
Student Group Strength,قوة الطالب,
Student Group is already updated.,تم تحديث مجموعة الطلاب بالفعل.,
Student Group: ,طالب المجموعة:,
Student ID,هوية الطالب,
Student ID: ,هوية الطالب:,
Student LMS Activity,نشاط الطلاب LMS,
Student Mobile No.,رقم موبايل الطالب,
Student Name,أسم الطالب,
Student Name: ,أسم الطالب:,
Student Report Card,بطاقة تقرير الطالب,
Student is already enrolled.,والتحق بالفعل طالب.,
Student {0} - {1} appears Multiple times in row {2} & {3},طالب {0} - {1} يبدو مرات متعددة في الصف {2} & {3},
Student {0} does not belong to group {1},الطالب {0} لا ينتمي إلى المجموعة {1},
Student {0} exist against student applicant {1},طالب {0} موجودة ضد طالب طالب {1},
"Students are at the heart of the system, add all your students",الطلاب في قلب النظام، إضافة كل ما تبذلونه من الطلاب,
Sub Assemblies,المجمعات الفرعية,
Sub Type,النوع الفرعي,
Sub-contracting,التعاقد من الباطن,
Subcontract,قام بمقاولة فرعية,
Submit this Work Order for further processing.,اعتمد أمر التشغيل هذا لمتابعة المعالجة.,
Subscription,اشتراك,
Subscription Management,إدارة الاشتراك,
Subscriptions,الاشتراكات,
Subtotal,حاصل الجمع,
Successfully Reconciled,تمت التسوية بنجاح,
Successfully Set Supplier,بنجاح تعيين المورد,
Successfully created payment entries,تم إنشاء قيود الدفع بنجاح,
Successfully deleted all transactions related to this company!,تم حذف جميع المناقلات المتعلقة بهذه الشركة بنجاح,
Sum of Scores of Assessment Criteria needs to be {0}.,مجموع العشرات من معايير التقييم يجب أن يكون {0}.,
Sum of points for all goals should be 100. It is {0},مجموع النقاط لجميع الأهداف يجب أن يكون 100. ومن {0},
Summary for this month and pending activities,ملخص لهذا الشهر والأنشطة المعلقة,
Summary for this week and pending activities,ملخص لهذا الأسبوع والأنشطة المعلقة,
Suplier,Suplier,
Supplier,مورد,
Supplier Group,مجموعة الموردين,
Supplier Group master.,سيد مجموعة الموردين.,
Supplier Id,المورد رقم,
Supplier Invoice Date cannot be greater than Posting Date,تاريخ فاتورة المورد لا يمكن أن تكون أكبر من تاريخ الإنشاء,
Supplier Invoice No,رقم فاتورة المورد,
Supplier Invoice No exists in Purchase Invoice {0},رقم فاتورة المورد موجود في فاتورة المشتريات {0},
Supplier Name,اسم المورد,
Supplier Part No,رقم قطعة المورد,
Supplier Quotation,عرض سعر المورد,
Supplier Scorecard,بطاقة أداء المورد,
Supplier Warehouse mandatory for sub-contracted Purchase Receipt,مستودع المورد إلزامي في إذن الاستلام للتعاقد من الباطن,
Supplier database.,مزود قاعدة البيانات.,
Supplier {0} not found in {1},المورد {0} غير موجود في {1},
Supplier(s),المورد (ق),
Supplies made to UIN holders,اللوازم المقدمة لحاملي UIN,
Supplies made to Unregistered Persons,الإمدادات المقدمة إلى الأشخاص غير المسجلين,
Suppliies made to Composition Taxable Persons,Suppliies المقدمة إلى تكوين الأشخاص الخاضعين للضريبة,
Supply Type,نوع التوريد,
Support,الدعم,
Support Analytics,دعم تحليلات,
Support Settings,إعدادات الدعم,
Support Tickets,تذاكر الدعم الفني,
Support queries from customers.,دعم الاستفسارات من العملاء.,
Susceptible,سريع التأثر,
Sync has been temporarily disabled because maximum retries have been exceeded,تم تعطيل المزامنة مؤقتًا لأنه تم تجاوز الحد الأقصى من عمليات إعادة المحاولة,
Syntax error in condition: {0},خطأ في بناء الجملة في الشرط: {0},
Syntax error in formula or condition: {0},خطأ في صياغة الجملة أو الشرط: {0},
TDS Rate %,نسبة TDS %,
Tap items to add them here,انقر على الأصناف لإضافتها هنا,
Target ({}),استهداف ({}),
Target On,الهدف في,
Target Warehouse,مستودع الوجهة,
Target warehouse is mandatory for row {0},المستودع المستهدف إلزامي للصف {0},
Tasks,المهام,
Tasks have been created for managing the {0} disease (on row {1}),تم إنشاء المهام لإدارة مرض {0} (في الصف {1}),
Tax,ضريبة,
Tax Assets,ضريبية الأصول,
Tax Category for overriding tax rates.,فئة الضرائب لتجاوز معدلات الضريبة.,
"Tax Category has been changed to ""Total"" because all the Items are non-stock items","تم تغيير فئة الضرائب إلى ""توتال"" لأن جميع الأصناف هي عناصر غير مخزون",
Tax ID,الرقم الضريبي,
Tax Id: ,الرقم الضريبي:,
Tax Rate,نسبة الضريبة,
Tax Rule Conflicts with {0},تضارب القاعدة الضريبية مع {0},
Tax Rule for transactions.,القاعدة الضريبية للمعاملات.,
Tax Template is mandatory.,قالب الضرائب إلزامي.,
Tax Withholding rates to be applied on transactions.,معدلات اقتطاع الضرائب الواجب تطبيقها على المعاملات.,
Tax template for buying transactions.,قالب الضرائب لشراء صفقة.,
Tax template for item tax rates.,قالب الضريبة لمعدلات ضريبة الصنف.,
Tax template for selling transactions.,قالب الضريبية لبيع صفقة.,
Taxable Amount,المبلغ الخاضع للضريبة,
Taxes,الضرائب,
Technology,تكنولوجيا,
Telecommunications,الاتصالات السلكية واللاسلكية,
Telephone Expenses,نفقات الهاتف,
Television,تلفزيون,
Template Name,اسم القالب,
Template of terms or contract.,قالب الشروط أو العقد.,
Templates of supplier scorecard criteria.,نماذج من معايير بطاقة الأداء المورد.,
Templates of supplier scorecard variables.,نماذج من متغيرات بطاقة الأداء المورد.,
Templates of supplier standings.,قوالب ترتيب الموردين.,
Temporarily on Hold,مؤقت في الانتظار,
Temporary,مؤقت,
Temporary Accounts,حسابات مؤقتة,
Temporary Opening,افتتاحي مؤقت,
Terms and Conditions,الشروط والأحكام,
Terms and Conditions Template,قالب الشروط والأحكام,
Territory,المنطقة,
Thank you for your business!,شكرا لك على عملك!,
The 'From Package No.' field must neither be empty nor it's value less than 1.,"و ""من حزمة رقم"" يجب ألا يكون الحقل فارغا ولا قيمة أقل من 1.",
The Brand,العلامة التجارية,
The Item {0} cannot have Batch,لا يمكن أن يحتوي الصنف {0} على دفعة,
The Loyalty Program isn't valid for the selected company,برنامج الولاء غير صالح للشركة المختارة,
The Payment Term at row {0} is possibly a duplicate.,قد يكون مصطلح الدفع في الصف {0} مكررا.,
The Term End Date cannot be earlier than the Term Start Date. Please correct the dates and try again.,تاريخ نهاية المدة لا يمكن أن يكون أقدم من تاريخ بدء الأجل. يرجى تصحيح التواريخ وحاول مرة أخرى.,
The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,تاريخ نهاية المدة لا يمكن أن يكون في وقت لاحق من تاريخ نهاية السنة للعام الدراسي الذي يرتبط مصطلح (السنة الأكاديمية {}). يرجى تصحيح التواريخ وحاول مرة أخرى.,
The Term Start Date cannot be earlier than the Year Start Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,تاريخ البدء الأجل لا يمكن أن يكون أقدم من تاريخ بداية السنة للعام الدراسي الذي يرتبط مصطلح (السنة الأكاديمية {}). يرجى تصحيح التواريخ وحاول مرة أخرى.,
The Year End Date cannot be earlier than the Year Start Date. Please correct the dates and try again.,تاريخ نهاية السنة لا يمكن أن يكون أقدم من تاريخ بداية السنة. يرجى تصحيح التواريخ وحاول مرة أخرى.,
The amount of {0} set in this payment request is different from the calculated amount of all payment plans: {1}. Make sure this is correct before submitting the document.,يختلف مبلغ {0} المحدد في طلب الدفع هذا عن المبلغ المحسوب لجميع خطط الدفع: {1}. تأكد من صحة ذلك قبل إرسال المستند.,
The field From Shareholder cannot be blank,لا يمكن ترك الحقل من المساهمين فارغا,
The field To Shareholder cannot be blank,لا يمكن ترك الحقل للمساهم فارغا,
The fields From Shareholder and To Shareholder cannot be blank,لا يمكن ترك الحقول من المساهمين والمساهم فارغا,
The folio numbers are not matching,أرقام الورقة غير متطابقة,
The holiday on {0} is not between From Date and To Date,عطلة على {0} ليست بين من تاريخ وإلى تاريخ,
The name of the institute for which you are setting up this system.,اسم المعهد الذي كنت تقوم بإعداد هذا النظام.,
The name of your company for which you are setting up this system.,اسم الشركة التي كنت تقوم بإعداد هذا النظام.,
The number of shares and the share numbers are inconsistent,عدد الأسهم وأعداد الأسهم غير متناسقة,
The payment gateway account in plan {0} is different from the payment gateway account in this payment request,يختلف حساب بوابة الدفع في الخطة {0} عن حساب بوابة الدفع في طلب الدفع هذا,
The selected BOMs are not for the same item,قواائم المواد المحددة ليست لنفس الصنف,
The selected item cannot have Batch,الصنف المحدد لا يمكن أن يكون دفعة,
The seller and the buyer cannot be the same,البائع والمشتري لا يمكن أن يكون هو نفسه,
The shareholder does not belong to this company,لا ينتمي المساهم إلى هذه الشركة,
The shares already exist,الأسهم موجودة بالفعل,
The shares don't exist with the {0},الأسهم غير موجودة مع {0},
"The task has been enqueued as a background job. In case there is any issue on processing in background, the system will add a comment about the error on this Stock Reconciliation and revert to the Draft stage",وقد تم إرساء المهمة كعمل خلفية. في حالة وجود أي مشكلة في المعالجة في الخلفية، سيقوم النظام بإضافة تعليق حول الخطأ في تسوية المخزون هذا والعودة إلى مرحلة المسودة,
"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.",ثم يتم تصفيت قاعدة التسعير على أساس العملاء، مجموعة العملاء، الأرض، المورد، نوع المورد، الحملة، شريك المبيعات الخ,
"There are inconsistencies between the rate, no of shares and the amount calculated",هناك تناقضات بين المعدل، لا من الأسهم والمبلغ المحسوب,
There can be multiple tiered collection factor based on the total spent. But the conversion factor for redemption will always be same for all the tier.,يمكن أن يكون هناك عامل جمع متعدد الطبقات يعتمد على إجمالي الإنفاق. ولكن سيكون عامل التحويل لاسترداد القيمة هو نفسه دائمًا لجميع المستويات.,
There can only be 1 Account per Company in {0} {1},يمكن أن يكون هناك سوى 1 في حساب الشركة في {0} {1},
"There can only be one Shipping Rule Condition with 0 or blank value for ""To Value""","يمكن ان يكون هناك شرط قاعده شحن واحد فقط مع 0 أو قيمه فارغه ل ""قيمه""",
There is not enough leave balance for Leave Type {0},ليس لديك رصيد كافي من اﻹجازات من نوع {0}.,
There is nothing to edit.,لا يوجد شيء لتحريره,
There isn't any item variant for the selected item,لا يوجد أي متغير عنصر للصنف المحدد,
"There seems to be an issue with the server's GoCardless configuration. Don't worry, in case of failure, the amount will get refunded to your account.",يبدو أن هناك مشكلة في تهيئة GoCardless للخادم. لا تقلق، في حالة الفشل، سيتم رد المبلغ إلى حسابك.,
There were errors creating Course Schedule,حدثت أخطاء أثناء إنشاء جدول الدورات التدريبية,
There were errors.,كانت هناك أخطاء.,
This Item is a Template and cannot be used in transactions. Item attributes will be copied over into the variants unless 'No Copy' is set,"هذا الصنف هو قالب ولا يمكن استخدامها في المعاملات المالية. سيتم نسخ سمات الصنف أكثر في المتغيرات ما لم يتم تعيين ""لا نسخ '",
This Item is a Variant of {0} (Template).,هذا الصنف هو متغير {0} (قالب).,
This Month's Summary,ملخص هذا الشهر,
This Week's Summary,ملخص هذا الأسبوع,
This action will stop future billing. Are you sure you want to cancel this subscription?,سيوقف هذا الإجراء الفوترة المستقبلية. هل أنت متأكد من أنك تريد إلغاء هذا الاشتراك؟,
This covers all scorecards tied to this Setup,وهذا يغطي جميع بطاقات الأداء مرتبطة بهذا الإعداد,
This document is over limit by {0} {1} for item {4}. Are you making another {3} against the same {2}?,هذه الوثيقة هي على حد كتبها {0} {1} لمادة {4}. وجعل لكم آخر {3} ضد نفسه {2}؟,
This is a root account and cannot be edited.,.هذا حساب جذري و لايمكن تعديله,
This is a root customer group and cannot be edited.,هذه هي مجموعة العملاء الجذرية والتي لا يمكن تحريرها.,
This is a root department and cannot be edited.,هذا هو قسم الجذر ولا يمكن تحريره.,
This is a root healthcare service unit and cannot be edited.,هذا هو وحدة خدمة الرعاية الصحية الجذر ولا يمكن تحريرها.,
This is a root item group and cannot be edited.,هذه هي مجموعة الصنف الجذرية والتي لا يمكن تحريرها.,
This is a root sales person and cannot be edited.,هذا هو الشخص المبيعات الجذرية والتي لا يمكن تحريرها.,
This is a root supplier group and cannot be edited.,هذه مجموعة مورِّد جذر ولا يمكن تحريرها.,
This is a root territory and cannot be edited.,هذا هو الجذر الأرض والتي لا يمكن تحريرها.,
This is an example website auto-generated from ERPNext,هذا مثال موقع ولدت لصناعة السيارات من ITQAN ERP,
This is based on logs against this Vehicle. See timeline below for details,وذلك بناءً على السجلات مقابل هذه المركبة. للمزيد انظر التسلسل الزمني أدناه,
This is based on stock movement. See {0} for details,ويستند هذا على حركة المخزون. راجع {0} لمزيد من التفاصيل,
This is based on the Time Sheets created against this project,ويستند هذا على جداول زمنية خلق ضد هذا المشروع,
This is based on the attendance of this Student,ويستند هذا على حضور هذا الطالب,
This is based on transactions against this Customer. See timeline below for details,يستند هذا على معاملات خاصة بهذا العميل. أنظر الى الجدول الزمني أدناه للتفاصيل,
This is based on transactions against this Healthcare Practitioner.,هذا يعتمد على المعاملات ضد ممارس الرعاية الصحية هذا.,
This is based on transactions against this Patient. See timeline below for details,ويستند هذا إلى المعاملات ضد هذا المريض. انظر الجدول الزمني أدناه للحصول على التفاصيل,
This is based on transactions against this Sales Person. See timeline below for details,هذا يعتمد على المعاملات ضد هذا الشخص المبيعات. انظر الجدول الزمني أدناه للحصول على التفاصيل,
This is based on transactions against this Supplier. See timeline below for details,ويستند هذا على المعاملات مقابل هذا المورد. انظر الجدول الزمني أدناه للاطلاع على التفاصيل,
This {0} conflicts with {1} for {2} {3},هذا {0} يتعارض مع {1} عن {2} {3},
Time Sheet for manufacturing.,ورقة الوقت للتصنيع.,
Time Tracking,تتبع الوقت,
"Time slot skiped, the slot {0} to {1} overlap exisiting slot {2} to {3}",تم تخطي الفتحة الزمنية، تتداخل الفتحة {0} إلى {1} مع فاصل الزمني {2} إلى {3},
Time slots added,تمت إضافة الفواصل الزمنية,
Time(in mins),الوقت (دقيقة),
Timer,مؤقت,
Timer exceeded the given hours.,الموقت تجاوزت الساعات المعطاة.,
Timesheet,سجل الوقت,
Timesheet for tasks.,الجدول الزمني للمهام.,
Timesheet {0} is already completed or cancelled,الجدول الزمني {0} بالفعل منتهي أو ملغى,
Timesheets,الجداول الزمنية,
"Timesheets help keep track of time, cost and billing for activites done by your team",الجداول الزمنية تساعد على الحفاظ على المسار من الوقت والتكلفة وإعداد الفواتير للنشاطات الذي قام به فريقك,
Titles for print templates e.g. Proforma Invoice.,عناوين نماذج الطباعة مثل الفاتورة الأولية.,
To Address 1,على العنوان 1,
To Address 2,على العنوان 2,
To Bill,للفوترة,
To Date cannot be before From Date,(الى تاريخ) لا يمكن ان يكون قبل (من تاريخ),
To Date cannot be less than From Date,لا يمكن أن يكون تاريخ التاريخ أقل من تاريخ,
To Date must be greater than From Date,يجب أن يكون التاريخ أكبر من تاريخ,
To Date should be within the Fiscal Year. Assuming To Date = {0},إلى التسجيل يجب أن يكون ضمن السنة المالية. على افتراض إلى تاريخ = {0},
To Datetime,إلى التاريخ والوقت,
To Deliver,للتسليم,
To Deliver and Bill,للتسليم و الفوترة,
To Fiscal Year,إلى السنة المالية,
To GSTIN,إلى GSTIN,
To Party Name,إلى اسم الحزب,
To Pin Code,إلى الرقم السري,
